realrinc
23463.75
27171.0
14325.0
16994.0
18476.25
11233.75
21615.0
3510.0
68220.0
16235.0
25465.0
9143.0
6958.0
21612.0
33075.0
20355.0
1655.5
26015.0
18335.0
37455.0
21318.75
4447.0
41746.0
3619.0
33125.0
36575.0
150054.0
11379.375
2038.0
2925.0
24937.0
30841.0
7816.875
63560.0
17038.0
43426.0
29452.5
10857.0
3789.0
25582.5
936.0
6525.0
21669.0
1528.0
11731.875
21285.0
6525.0
24097.5
22642.5
3263.0
1930.0
9173.0
46507.0
13594.0
81266.0
16363.0
2574.0
1036.0
10167.625
3976.0
13570.0
6395.625
44887.0
3438.0
28650.0
150054.0
11196.0
11490.0
3695.25
17550.0
12918.0
2106.0
30841.0
14452.0
25465.0
15279.0
6395.625
18459.0
480144.472857
12773.0
21010.0
40756.5
38373.75
24543.0
6201.0
26538.0
8603.375
35651.0
33209.0
19591.0
97992.0
9905.0
17335.0
21659.0
49000.0
13296.125
21285.0
1989.75
11466.0
15372.5
17954.0
33209.0
603.0
7816.875
25837.0
14340.25
8512.5
2205.0
4692.75
23310.0
15372.5
37500.0
10850.0
7130.0
20355.0
8156.0
4596.0
21318.75
26015.0
6631.0
17954.0
9401.0
11115.0
23750.0
14015.0
12870.0
21612.0
27158.0
13007.5
34380.0
16363.0
24547.0
39875.0
28030.0
31590.000000000004
12870.0
7122.5
3441.3500000000004
30150.0
500.0
38910.0
20335.25
27793.0
35370.0
11876.0
64260.0
25582.5
18476.25
2205.0
13750.0
21318.75
40756.5
7962.5
21060.0
5985.0
13501.875
7836.0
16835.0
6333.0
12830.75
23463.75
20081.25
16577.0
36189.0
5985.0
9000.0
12830.75
17954.0
4447.0
21285.0
8349.0
3924.7
29475.0
1330.0
56842.0
21669.0
1137.0
5167.0
15132.0
34965.0
16284.0
4750.0
2992.0
1137.0
234.0
38373.75
36575.0
7500.0
37895.0
41746.0
2411.0
17954.0
25465.0
22050.0
21612.0
1874.25
7074.0
5321.25
9143.0
37455.0
72229.0
34078.0
46800.0
14340.25
21060.0
25465.0
11876.0
2992.0
26950.0
38373.75
1671.0
13750.0
7521.0
27158.0
21060.0
44887.0
6653.0
5107.5
8775.0
14515.0
